day_of_week,hour_of_day,segment,speed_kph_mean,speed_kph_std,0_5_mean,0_5_std
2,15,2471843,105.56424581005587,14.208138901849685,61.42178770949721,11.22114226671833
2,15,2471844,105.21508379888269,14.589090600814856,61.41620111731844,11.286067119163436
2,16,2471843,108.33888888888889,7.829779513495872,41.97222222222222,9.329577105933007
2,16,2471844,107.68888888888888,9.384565583200528,42.016666666666666,9.379034879166621
2,17,2471843,110.55,4.583213892256471,29.79722222222222,6.702221230400545
2,17,2471844,110.41111111111111,4.581407124574483,29.805555555555557,6.704754245720886
2,18,2471843,110.31388888888888,4.613632021878464,26.336111111111112,6.6324790769577975
2,18,2471844,110.15555555555555,4.539915479343098,26.391666666666666,6.625639192373889
2,19,2471843,110.43333333333334,5.007626495634152,21.605555555555554,6.052690851420218
2,19,2471844,110.31111111111112,4.730967015449272,21.61111111111111,6.029536296780519
2,20,2471843,110.6361111111111,4.5128509032016675,19.122222222222224,5.135116476947405
2,20,2471844,110.32222222222222,4.53357091517923,19.141666666666666,5.116953905420195
2,21,2471843,109.37777777777778,4.339564122696222,12.358333333333333,3.892988841108031
2,21,2471844,109.18055555555556,4.350027659403267,12.369444444444444,3.914071425287634
2,22,2471843,109.06388888888888,4.837622564520341,6.430555555555555,3.2960953893730824
2,22,2471844,108.80277777777778,4.636357836651198,6.433333333333334,3.298687170277557
2,23,2471843,106.97222222222223,6.380620515886373,3.066666666666667,2.2344479542310074
2,23,2471844,106.01944444444445,6.854407907944553,3.0527777777777776,2.240422029372989
3,0,2471843,107.025,6.920313443880985,2.075,1.6428921776917962
3,0,2471844,106.66944444444445,6.818715823699515,2.075,1.6411958069895933
3,1,2471843,106.44166666666666,6.266765813435644,2.658333333333333,1.9527674812057367
3,1,2471844,106.10555555555555,6.296744724019528,2.6555555555555554,1.9515645383442515
3,2,2471843,106.00555555555556,6.27680633289236,4.225,2.4121183145175933
3,2,2471844,105.65555555555555,6.427935395672854,4.247222222222222,2.426063918021068
3,3,2471843,109.74722222222222,5.326131831333275,15.869444444444444,8.880021062123522
